WigleWifi-1.4,appRelease=2.26,model=yishay,release=5.0.1,device=ja3g,display=LRX22C.I9500XXUHOI1,board=universal5410,brand=samsung,,,
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-61,32.10801371,35.20989718,0,83.42707825,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-70,32.10801371,35.20989718,0,83.42707825,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-73,32.10801371,35.20989718,0,83.42707825,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-85,32.10801371,35.20989718,0,83.42707825,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-79,32.10801371,35.20989718,0,83.42707825,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],01/01/1970 02:00,6,-70,32.10801371,35.20989718,0,83.42707825,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],01/01/1970 02:00,11,-73,32.10801371,35.20989718,0,83.42707825,WIFI
f0:b0:52:3e:61:cc,Ariel_University,[ESS],01/01/1970 02:00,40,-81,32.10801371,35.20989718,0,83.42707825,WIFI
1c:b9:c4:16:05:dc,Smart-Class,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,52,-78,32.10801371,35.20989718,0,83.42707825,WIFI
b2:72:bf:7a:a4:da,AndroidAP,[WPA2-PSK-CCMP][ESS][SEC80][SECD00],01/01/1970 02:00,11,-85,32.10801371,35.20989718,0,83.42707825,WIFI
f0:b0:52:3e:cc:7c,Ariel_University,[ESS],01/01/1970 02:00,44,-61,32.10801371,35.20989718,0,83.42707825,WIFI
f0:b0:52:3e:c8:2c,Ariel_University,[ESS],01/01/1970 02:00,44,-81,32.10801371,35.20989718,0,83.42707825,WIFI
f0:b0:52:3e:61:c8,Ariel_University,[ESS],01/01/1970 02:00,11,-85,32.10801371,35.20989718,0,83.42707825,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,2,-70,32.10801371,35.20989718,0,83.42707825,WIFI
b0:e2:35:d0:bb:a0,gili,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,6,-88,32.10801371,35.20989718,0,83.42707825,WIFI
f0:b0:52:3e:d0:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-77,32.10801371,35.20989718,0,83.42707825,WIFI
f0:b0:52:3e:d0:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-86,32.10801371,35.20989718,0,83.42707825,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],01/01/1970 02:00,6,-82,32.10801371,35.20989718,0,83.42707825,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],01/01/1970 02:00,1,-88,32.10801371,35.20989718,0,83.42707825,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-78,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-82,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-72,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-58,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-82,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-75,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-87,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-70,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],01/01/1970 02:00,6,-64,32.10762497,35.20941668,0,83.42707825,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],01/01/1970 02:00,11,-61,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:61:cc,Ariel_University,[ESS],01/01/1970 02:00,40,-81,32.10762497,35.20941668,0,83.42707825,WIFI
1c:b9:c4:16:05:dc,Smart-Class,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,52,-81,32.10762497,35.20941668,0,83.42707825,WIFI
b2:72:bf:7a:a4:da,AndroidAP,[WPA2-PSK-CCMP][ESS][SEC80][SECD00],01/01/1970 02:00,11,-85,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:cc:7c,Ariel_University,[ESS],01/01/1970 02:00,44,-67,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:c8:2c,Ariel_University,[ESS],01/01/1970 02:00,44,-82,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:61:c8,Ariel_University,[ESS],01/01/1970 02:00,11,-85,32.10762497,35.20941668,0,83.42707825,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,2,-73,32.10762497,35.20941668,0,83.42707825,WIFI
b0:e2:35:d0:bb:a0,gili,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,6,-88,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:d0:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-82,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:d0:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-87,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],01/01/1970 02:00,6,-76,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],01/01/1970 02:00,1,-88,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:be:cc:77,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-68,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-75,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:be:c8:27,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-85,32.10762497,35.20941668,0,83.42707825,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,7,-88,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],01/01/1970 02:00,11,-85,32.10762497,35.20941668,0,83.42707825,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-83,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-79,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-84,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-76,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-82,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-77,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-87,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-70,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],01/01/1970 02:00,6,-64,32.10723623,35.20893617,0,83.42707825,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],01/01/1970 02:00,11,-61,32.10723623,35.20893617,0,83.42707825,WIFI
1c:b9:c4:16:05:dc,Smart-Class,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,52,-82,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:3e:cc:7c,Ariel_University,[ESS],01/01/1970 02:00,44,-68,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:3e:c8:2c,Ariel_University,[ESS],01/01/1970 02:00,44,-82,32.10723623,35.20893617,0,83.42707825,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,2,-76,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:3e:d0:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-83,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:3e:d0:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-87,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],01/01/1970 02:00,6,-82,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:be:cc:77,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-68,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-75,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:be:c8:27,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-85,32.10723623,35.20893617,0,83.42707825,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,7,-88,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],01/01/1970 02:00,11,-82,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:3e:d0:38,Ariel_University,[ESS],01/01/1970 02:00,11,-85,32.10723623,35.20893617,0,83.42707825,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-84,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-79,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-81,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-73,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-82,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-70,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-87,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-70,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],01/01/1970 02:00,6,-55,32.10684749,35.20845566,0,83.42707825,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],01/01/1970 02:00,11,-55,32.10684749,35.20845566,0,83.42707825,WIFI
1c:b9:c4:16:05:dc,Smart-Class,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,52,-72,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:3e:cc:7c,Ariel_University,[ESS],01/01/1970 02:00,44,-67,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:3e:c8:2c,Ariel_University,[ESS],01/01/1970 02:00,44,-88,32.10684749,35.20845566,0,83.42707825,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,2,-76,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:3e:d0:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-79,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:3e:d0:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-87,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],01/01/1970 02:00,6,-82,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:be:cc:77,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-68,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-75,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:be:c8:27,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-85,32.10684749,35.20845566,0,83.42707825,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,7,-88,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],01/01/1970 02:00,11,-82,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:3e:d0:38,Ariel_University,[ESS],01/01/1970 02:00,11,-79,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:be:c8:07,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-85,32.10684749,35.20845566,0,83.42707825,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-84,32.10619959,35.20765482,0,83.42707825,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-77,32.10619959,35.20765482,0,83.42707825,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-73,32.10619959,35.20765482,0,83.42707825,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-60,32.10619959,35.20765482,0,83.42707825,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-70,32.10619959,35.20765482,0,83.42707825,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],01/01/1970 02:00,6,-70,32.10619959,35.20765482,0,83.42707825,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],01/01/1970 02:00,11,-43,32.10619959,35.20765482,0,83.42707825,WIFI
1c:b9:c4:16:05:dc,Smart-Class,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,52,-65,32.10619959,35.20765482,0,83.42707825,WIFI
f0:b0:52:3e:cc:7c,Ariel_University,[ESS],01/01/1970 02:00,44,-59,32.10619959,35.20765482,0,83.42707825,WIFI
f0:b0:52:3e:c8:2c,Ariel_University,[ESS],01/01/1970 02:00,44,-88,32.10619959,35.20765482,0,83.42707825,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,2,-67,32.10619959,35.20765482,0,83.42707825,WIFI
f0:b0:52:3e:d0:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-79,32.10619959,35.20765482,0,83.42707825,WIFI
f0:b0:52:3e:d0:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-85,32.10619959,35.20765482,0,83.42707825,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],01/01/1970 02:00,6,-79,32.10619959,35.20765482,0,83.42707825,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],01/01/1970 02:00,11,-79,32.10619959,35.20765482,0,83.42707825,WIFI
f0:b0:52:3e:d0:38,Ariel_University,[ESS],01/01/1970 02:00,11,-79,32.10619959,35.20765482,0,83.42707825,WIFI
f0:b0:52:be:c8:07,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-85,32.10619959,35.20765482,0,83.42707825,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-75,32.10568127,35.20701415,0,83.42707825,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-77,32.10568127,35.20701415,0,83.42707825,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-79,32.10568127,35.20701415,0,83.42707825,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-60,32.10568127,35.20701415,0,83.42707825,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-61,32.10568127,35.20701415,0,83.42707825,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],01/01/1970 02:00,6,-70,32.10568127,35.20701415,0,83.42707825,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],01/01/1970 02:00,11,-61,32.10568127,35.20701415,0,83.42707825,WIFI
1c:b9:c4:16:05:dc,Smart-Class,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,52,-79,32.10568127,35.20701415,0,83.42707825,WIFI
f0:b0:52:3e:cc:7c,Ariel_University,[ESS],01/01/1970 02:00,44,-60,32.10568127,35.20701415,0,83.42707825,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,2,-67,32.10568127,35.20701415,0,83.42707825,WIFI
f0:b0:52:3e:d0:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-85,32.10568127,35.20701415,0,83.42707825,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],01/01/1970 02:00,6,-79,32.10568127,35.20701415,0,83.42707825,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],01/01/1970 02:00,11,-79,32.10568127,35.20701415,0,83.42707825,WIFI
f0:b0:52:be:cc:77,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-58,32.10568127,35.20701415,0,83.42707825,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-73,32.10568127,35.20701415,0,83.42707825,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,7,-88,32.10568127,35.20701415,0,83.42707825,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-82,32.10568127,35.20701415,0,83.42707825,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-88,32.10568127,35.20701415,0,83.42707825,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-85,32.10568127,35.20701415,0,83.42707825,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],09/11/2017 13:32,48,-75,32.10513911,35.2064427,709.3131409,64,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],09/11/2017 13:32,44,-60,32.10513911,35.2064427,709.3131409,64,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],09/11/2017 13:32,1,-67,32.10513911,35.2064427,709.3131409,64,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],09/11/2017 13:32,6,-70,32.10513911,35.2064427,709.3131409,64,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],09/11/2017 13:32,6,-73,32.10513911,35.2064427,709.3131409,64,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],09/11/2017 13:32,11,-64,32.10513911,35.2064427,709.3131409,64,WIFI
1c:b9:c4:16:05:dc,Smart-Class,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],09/11/2017 13:32,52,-78,32.10513911,35.2064427,709.3131409,64,WIFI
f0:b0:52:3e:cc:7c,Ariel_University,[ESS],09/11/2017 13:32,44,-61,32.10513911,35.2064427,709.3131409,64,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],09/11/2017 13:32,2,-79,32.10513911,35.2064427,709.3131409,64,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],09/11/2017 13:32,6,-82,32.10513911,35.2064427,709.3131409,64,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],09/11/2017 13:32,7,-88,32.10513911,35.2064427,709.3131409,64,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],09/11/2017 13:32,11,-82,32.10513911,35.2064427,709.3131409,64,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],09/11/2017 13:32,36,-89,32.10513911,35.2064427,709.3131409,64,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],09/11/2017 13:32,1,-82,32.10513911,35.2064427,709.3131409,64,WIFI
f0:b0:52:be:c8:07,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:32,44,-61,32.10513911,35.2064427,709.3131409,64,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],09/11/2017 13:32,11,-88,32.10513911,35.2064427,709.3131409,64,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],09/11/2017 13:32,1,-61,32.10503888,35.20656617,709.1492138,32,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],09/11/2017 13:32,6,-67,32.10503888,35.20656617,709.1492138,32,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],09/11/2017 13:32,11,-52,32.10503888,35.20656617,709.1492138,32,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],09/11/2017 13:32,44,-68,32.10503888,35.20656617,709.1492138,32,WIFI
f0:b0:52:3e:c8:2c,Ariel_University,[ESS],09/11/2017 13:32,44,-78,32.10503888,35.20656617,709.1492138,32,WIFI
f0:b0:52:3e:d0:0c,Ariel_University,[ESS],09/11/2017 13:32,44,-87,32.10503888,35.20656617,709.1492138,32,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],09/11/2017 13:32,11,-76,32.10504597,35.20655759,707.3505867,16,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],09/11/2017 13:32,6,-64,32.10504598,35.20655768,706.4939789,16,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],09/11/2017 13:32,6,-73,32.10504598,35.20655768,706.4939789,16,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],09/11/2017 13:32,1,-76,32.10504598,35.20655768,706.3712293,12,WIFI
f0:b0:52:3e:d0:0c,Ariel_University,[ESS],09/11/2017 13:32,44,-82,32.10505256,35.20656167,705.4115754,24,WIFI
f0:b0:52:3e:d0:3c,Ariel_University,[ESS],09/11/2017 13:32,36,-88,32.10505256,35.20656167,705.4115754,24,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],09/11/2017 13:32,6,-58,32.10506216,35.20655597,704.3854522,12,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],09/11/2017 13:32,7,-82,32.10506216,35.20655597,704.3854522,12,WIFI
f0:b0:52:be:c8:27,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:33,44,-86,32.10508201,35.20655878,703.6081565,12,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:33,48,-73,32.10508201,35.20655878,703.3555002,12,WIFI
24:c9:a1:36:50:98,Ariel_University,[ESS],09/11/2017 13:33,1,-88,32.10508201,35.20655878,703.3555002,12,WIFI
f0:b0:52:3e:c7:88,Ariel_University,[ESS],09/11/2017 13:33,1,-88,32.10508201,35.20655878,703.3555002,12,WIFI
f0:b0:52:3e:61:cc,Ariel_University,[ESS],09/11/2017 13:33,40,-89,32.10508201,35.20655878,703.223019,16,WIFI
f0:b0:52:be:cc:77,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:33,44,-63,32.10508201,35.20655878,702.2592871,16,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:33,44,-67,32.10508201,35.20655878,702.2592871,16,WIFI
42501_10072_480148,012 Mobile,HSDPA;il,09/11/2017 13:33,0,-93,32.10508201,35.20655878,702.2592871,16,GSM
f0:b0:52:be:d0:37,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:33,36,-89,32.10509253,35.20659777,700.4044272,16,WIFI
f0:b0:52:3e:d0:38,Ariel_University,[ESS],09/11/2017 13:34,11,-88,32.10509253,35.20659777,698.4823665,8,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],09/11/2017 13:34,11,-79,32.10509253,35.20659777,697.3112536,12,WIFI
f0:b0:52:be:c8:27,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:35,44,-81,32.10509253,35.20659777,696.3434042,12,WIFI
1c:b9:c4:16:05:dc,Smart-Class,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],09/11/2017 13:36,52,-73,32.10510245,35.20658621,692.3628601,12,WIFI
f0:b0:52:be:ce:37,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:36,36,-88,32.10510245,35.20658621,692.3112973,24,WIFI
f0:b0:52:3e:cc:7c,Ariel_University,[ESS],09/11/2017 13:36,44,-53,32.10510245,35.20658621,691.9328259,16,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],09/11/2017 13:36,6,-61,32.10510245,35.20658621,691.9328259,16,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],09/11/2017 13:36,44,-56,32.10510245,35.20658621,691.9328259,16,WIFI
f0:b0:52:be:cc:77,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:36,44,-56,32.10510245,35.20658621,691.9328259,16,WIFI
00:1a:2f:7f:6b:70,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:36,13,-88,32.10510245,35.20658621,691.9328259,16,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],09/11/2017 13:36,2,-70,32.10511445,35.20657827,691.070997,16,WIFI
f0:b0:52:be:61:c7,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:36,40,-87,32.10511445,35.20657827,691.070997,16,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],09/11/2017 13:36,1,-70,32.10513611,35.20656986,690.6713145,16,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],09/11/2017 13:36,48,-63,32.10513611,35.20656986,690.6713145,16,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],09/11/2017 13:36,36,-78,32.10513611,35.20656986,690.6713145,16,WIFI
f0:b0:52:3e:d0:38,Ariel_University,[ESS],09/11/2017 13:36,11,-82,32.10513611,35.20656986,690.6713145,16,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],09/11/2017 13:36,48,-58,32.10515841,35.20657181,690.2355346,48,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],09/11/2017 13:36,11,-70,32.10515841,35.20657181,690.2355346,48,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],09/11/2017 13:36,1,-49,32.10515841,35.20657181,690.2355346,48,WIFI
